Time_submitted,Review,Rating,Total_thumbsup,Reply
7/8/2022 15:58,"Edited: Reading through the reviews, just wondering has this company been sold to a venture capitalist? Everyone's mad at u guys. I'm sorry, I usually don't do this, but I have to edit my excellent rating I gave this app. Last few days have just been really bad. Right now I can't see my currently playing song. My queued up songs and that's making it difficult to use the app. Kindly correct this and I'm happy to return my previous excellent rating. Thanks . . . . . . Simply awesome ðŸ˜ŠðŸ‘ŒðŸ¿",1,0,
7/8/2022 15:58,"Love Spotify generally, but reading reviews I've been suffering a problem that many others are experiencing. Function bar disappearing, not allowing me to pause etc, also affects pausing using my headphones. Music keeps stopping on its own accord. It is so frustrating!!!",2,0,
7/8/2022 15:58,"Horrible push towards paid premium, nothing but continuous ads one after each and every song played. Very limited 30 minute free plays if any and now it won't let me use my 6 free skips or it makes my phone skip a song without me touching it. (As of July 2022) makes previously privated playlists public, can't delete old playlists no matter how often I press the button, constantly exiting out of app, just awful.",1,1,
7/8/2022 15:53,"Computer version is much better and has a repeating option. On phone app it doesn't work. You can pick the song you wanna hear instead of random, unlike the app",3,0,
7/8/2022 15:52,"There are sooo many problems with Spotify, maybe because I use an android but it keeps on saying that there are connection problems and not letting me access anything, please find a way to allow other android users to make full use of this app",1,0,
7/8/2022 15:51,I am facing issue with the app as my wifi and data everything is working it still shows you are offline everytime. I tried troubleshooting but nothing happens.,1,0,
7/8/2022 15:50,my favourite music streaming platform!,5,0,
7/8/2022 15:47,Love it. Great selections very extensive library found a lot of my favorites.,5,0,
7/8/2022 15:46,Much more reliable than Amazon Prime Music and a far bigger choice of music,5,0,
7/8/2022 15:46,So much good music app good performance and my favourite song is Sigma,4,0,
7/8/2022 15:45,The ads are disturbing but the overall experience is nice,4,0,
7/8/2022 15:44,My dudes i love you but i now cant listen to music when my phones locked. Please fix and ill change rating,1,0,
7/8/2022 15:43,"Terrible experience for listening to podcasts, it never remembers last played position of a podcast, it doesn't sink between devices..i.e. my computer and phone.",1,0,
7/8/2022 15:39,"Laggy, not as good as it was previous versions. I'm not a fan of the new changes, plus it won't let access songs when I'm offline, when half the time I'm just on cellular. Edit: still having the same problems since may 2022...why have none of the updates fixed these basic problems? I've mostly switched to a different podcast player, but still looking for a good alternative music player.",2,1,
7/8/2022 15:39,"Updated rating 7/8/22: the app has become unreliable. Podcasts stop for no apparent reason, especially when screen becomes idle. I installed the app on a different phone with a bigger memory, but this app still stops. Fix your damn app, Spotify.",1,1,
7/8/2022 15:38,Excellent app - can find almost anything,5,0,
7/8/2022 15:36,"It's a great app for listening music, I have playlists I've made as profile Cheetah345 with probably thousands of songs. I have few complaints other than the fact that premium is just expensive enough that as a teenager with not much income I can't afford to spend that much. Unfortunately you are pushing a political agenda with ads that I am sick of. Every time I listen anymore every single ad is for pro gay junk. I don't want ads for that. It's gotten so bad I can't even use this app anymore",3,11,
7/8/2022 15:35,I build lists of the music I love and explore new music without limits. This is my best music buy in years.,5,0,
7/8/2022 15:33,Me and my daughter love Spotify it's one of our most used apps,5,0,
7/8/2022 15:33,I really like this app I can find music I haven't heard in decades man I can listen for hours thanks for having a damn good app,5,0,
7/8/2022 15:31,"Play bat keeps disappearing. can't pause/play or change the song. Sometimes it won't even play a song after selecting it multiple times. Constantly freezing, can't even pause with my headphones when that happens. I have to completely close the app and restart it for it to start working.",1,0,
7/8/2022 15:27,Such a rubbish app lots of advertisements i m going to uninstall this app ..,1,0,
7/8/2022 15:25,Just had to sit through 6 adds straight as a free user only to it to play a completely different song than the one I clicked on.,1,0,
7/8/2022 15:25,This app is a god damn mess. I pay for glinches apparently.,1,1,
7/8/2022 15:24,It's not even starting. it only shows the spotify logo. Am I only suppose to see logo in this app??,1,0,
7/8/2022 15:16,Just recently started to randomly stop playing music or podcasts. Would have to go back into app to press play again.,5,0,
7/8/2022 15:16,Every time i want to listen to my fave songs i can listen to a few but after like 5 songs it changes to a totally other song,3,0,
7/8/2022 15:12,When are they going to fix the broken dowload/offline working of spotify.,3,0,
7/8/2022 15:09,Great ðŸ‘ and I look forward to your new drama and the great news ðŸ˜€ ðŸ‘ ðŸ˜„ ðŸ˜Š ðŸ™Œ,5,0,
7/8/2022 15:04,"I found this app was intresting. Easy to use... Urge to improve: I use lyrics as full screen, then i switched on another app. When songs changed, i switched back. Lyrics's screen turn to error, keep showing prev lyric.",4,0,
7/8/2022 15:04,Could not function with my music! Great app,5,0,
7/8/2022 15:02,Best music streaming app ever! ðŸ‘ŒðŸ‘,5,0,
7/8/2022 14:59,Great app brilliant music the best,5,0,
7/8/2022 14:58,Its a very nice app...with interesting songsðŸ¥°ðŸ¥°just try it,5,0,
7/8/2022 14:57,I'm new to this Spotify and I really like it,5,0,
7/8/2022 14:57,Always there are bugs and glitches it always exit the app when I lock my screen,1,0,
7/8/2022 14:57,Other music apps have an offline feature where it allows you to download some certain music for free but it's otherwise here .,3,0,
7/8/2022 14:55,SPC 3008roblox Yes we can do that for you and the family have car Roblox I have to be in touch with you to see what you look and see what I have a few questions about your free time to get a new phone and I will be there in touch to let you can get a hold of the sky is not a good,5,0,
7/8/2022 14:53,Works great. And actually helps me find new artist,5,0,
7/8/2022 14:52,"The latest update ruined it. Crashes, controls disappear, won't switch to online after offline, and more.",2,0,
7/8/2022 14:52,I love Spotify. I can find anytjing I want to liaten to. They have any genre I want or if I want a podcast they have it!,5,0,
7/8/2022 14:49,The App is amazing but the newest update has been quite Annoying. When I'm trying to play my playlist it always goes to some recommended songs which I can't skip.,2,0,
7/8/2022 14:48,"I love this app, but if feels like it will never improve... sometimes it just glitches and refuses to play and you have to exist and enter again... if you try to listen at the same time with friends there's a delay between when you hear the song and they do... even to this day they haven't brought listening activity to mobile... like just have it as a tab that you can open if you want to... there are so many things they could add, but they just don't... such a shame...",3,1,
7/8/2022 14:47,Very good app all genres and era of music Gave 4 stars not that there is an issue just that there is always room for some unknown improvement,4,0,
7/8/2022 14:47,Omg ðŸ˜ðŸ˜my fav app ever. It has really good qualityðŸ’‹ðŸ¥‚,5,0,
7/8/2022 14:44,"Clearly, this is an amazing app qith the best quality, the only thing i dont pike is that they dont offer all songs, but mist every app has this situation or maybe a worse one. So please, go ditch ur pandora and join spotify, it ia so worth it.",5,0,
7/8/2022 14:42,I have lost the ability to pause and skip songs on the app.,2,0,
7/8/2022 14:39,My favorite app for music 100%,5,0,
7/8/2022 14:33,Been using it for years. Never had any problems. Pretty good library.,5,0,
7/8/2022 14:28,I really love to listen to my music I love,5,0,
7/8/2022 14:28,I enjoy every music from Spotify,5,0,
7/8/2022 14:28,Does the touch of my hand work? I can't change the song? An annoying app.,1,0,
7/8/2022 14:27,Great app find all songs i like and new ones but tired of being double charged for the premium package about to uninstall,3,0,
7/8/2022 14:26,"It's a very good app for music...loved it a lot.. but today when I'm trying to open the app it's not working even after reinstallation, it's still not opening. Please fix the glitch",3,1,
7/8/2022 14:24,this is fantastic app for old and newsing for singing,5,0,
7/8/2022 14:22,The 'What's playing' facility has disappeared. The most basic feature - gone. Not good enough.,1,1,
7/8/2022 14:19,"I love your music ..thank you so much for sharing this ,great job..",5,0,
7/8/2022 14:12,Excellent music app,5,0,
7/8/2022 14:10,Works but feels rough and clitchy. Unbelievable that such a big brand like Spotify cannot make an app thats well intrgrated with a premium android device. This should be a AAA title. I'm using GalaxyS20 and constantly have issues with simple stuff. Like pausing the music or controlling the app through galaxyBuds. Often freezes and music stays playing in the background with no way of turning it off other than hard closing the app. AndoidAuto experience is even worse.,2,1,
7/8/2022 14:06,"Thanks for dumping all my downloads without even telling me! Appreciate that! I also love how when I don't have cellular reception, you won't let me play the podcasts that I already downloaded. I also love how as time goes on the more glitchy and unreliable the app becomes. Thanks for letting me down, Spotify!",1,0,
7/8/2022 14:05,Not happy with the hey Spotify thing. I don't like it taking away my control while I'm in a vehicle.....or maybe this is just a bug.,2,0,
7/8/2022 14:03,Logedin on my family premium plane to listen to music on plan flight and loged out wen u landed and I now just can't get in I have uninstalled it 3 times and it won't work,2,1,
7/8/2022 13:58,Lots of good music but lots of adds,4,0,
7/8/2022 13:53,Continually riddled with issues. Currently it will just quit playing on me. It does not seem like Spotify truly cares about customers through my experience I have continually felt ignored in that the issues are generally left unresolved for an excessive amount of time... Awesome to know it wasn't just my device because I just upgraded to the s22 ultra and the issues are still here with liked song filters like I've complained about for months,1,592,
7/8/2022 13:53,"The music options are great, podcasts are great, but functionally it doesn't work half the time. You play a song and there is a bug that causes the app not to show the pause and play buttons. They don't reappear until I restart my phone. Have to force close the app to stop playing anything. Can't skip any songs. Really an app breaking bug.",2,0,
7/8/2022 13:51,Better than the other satellite radio station offered. I like that you can customize your music. I have the premium subscription with no advertising great option.-,5,0,
7/8/2022 13:51,"This app is great, if you are reading this you definitely need to download it",5,0,
7/8/2022 13:50,Still garbage. If I wasn't so deep into creating my library using Spotify I would use a different app. Constantly have to redownload everything for absolutely no discernable reason. App closed and reopened? Guess you're downloading your entire library for the third time this week.,1,7,
7/8/2022 13:48,"I prefer free coz it always drive me crazy when i m choosing e wallet payment methode, gopay or telkomsel, all the same...",2,0,
7/8/2022 13:43,"I'm giving this two stars for no other reason that Spotify intentionally screws over desktop users by denying them important features which are ONLY on the app. Why can't I block artists on desktop? Why force me to use the app? I'd use it anyway, but making me HAVE to is just kinda butts.",2,0,
7/8/2022 13:41,I pay money for this every month and it is garbage. I've loved Spotify for years. Now they can't get it right. I'm seriously about to end my subscription and switch.,1,0,
7/8/2022 13:38,"This is mony app no install this app, wink is best and gana is best appðŸ˜’ðŸ˜’",1,0,
7/8/2022 13:32,doesn't go past the loading page,1,0,
7/8/2022 13:24,The free trial is great and when thats over there are only a few adds that x o me between you are your music.ðŸ˜ðŸ˜ŠðŸ‘ŒðŸ¤ŒðŸ¤ŸðŸ‘,4,0,
7/8/2022 13:19,"WOW MANY SONG DJ, ROCK,ROMANTIC, WOW THIS IS SO SUPER APP",5,0,
7/8/2022 13:19,"I've been using YouTube Music for 3 years but a few days ago I bought Spotify premium edition to see which one is better, To be honest Spotify has better playlists so it's a better app to find your new songs that you like but YouTube Music has a part that mixes songs for you but it changes every week so I think it's not good as Spotify is, But to be honest again YouTube Music has a better design for its app and if you won't spend money for Music application YouTube music's free edition is better",4,0,
7/8/2022 13:18,"Worst audio quality in the market. It's more a social network, if you really like music this is not your app.",1,0,
7/8/2022 13:16,Everything's fine about Spotify but the shuffle option often repeats tracks. Please improve shuffle option,4,0,
7/8/2022 13:13,Very poor when offline,1,0,
7/8/2022 13:12,"This app is the best music app I have ever seen but there are some covers which are not here like ""Sure thing"" by BLACKPINK and ""Clarity"" by Jisoo...Pls update those in the app...other then this everything is awesome â¤ï¸â¤ï¸â¤ï¸",5,0,
7/8/2022 13:08,I used this and it was the best app for music,5,0,
7/8/2022 13:04,Crashes on android everytime I go full screen. I thought this was a mature app? Where is quality control?,3,0,
7/8/2022 13:03,"App is terrible. It always errors out, crashes, fails to display a toggle bar for whatever you are listening to in order to pause or skip ahead. How can such a big company have such an awful platform.",1,0,
7/8/2022 12:58,It's easy to safe and play my favorite tunes. I have been able to hear and save everything that I requested to listen to.,5,0,
7/8/2022 13:51,"This app is great, if you are reading this you definitely need to download it",5,0,
